// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187
// command took 1.32s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187
// command took 2.07s and exited with 0
// ***** Done, took 00:00:03 (3.49 sec)   *****
// Found 4 benchmarks:
//   GetMostActiveVisistors.NestedLoop: DefaultJob
//   GetMostActiveVisistors.NestedLoop1: DefaultJob
//   GetMostActiveVisistors.NestedLoop2: DefaultJob
//   GetMostActiveVisistors.DataLoad: DefaultJob

// **************************
// Benchmark: GetMostActiveVisistors.NestedLoop: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b9a49c9d-10ca-4d00-ba0b-00ed82a3a187.dll" --benchmarkName "CollectionsBenchmark.GetMostActiveVisistors.NestedLoop" --job "Default" --benchmarkId 0 in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187/bin/Release/netcoreapp3.1
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadWarmup   7: 33554432 op, 57109858.00 ns, 1.7020 ns/op
OverheadWarmup   8: 33554432 op, 58044697.00 ns, 1.7299 ns/op
OverheadWarmup   9: 33554432 op, 59185346.00 ns, 1.7639 ns/op
OverheadWarmup  10: 33554432 op, 57470241.00 ns, 1.7127 ns/op

OverheadActual   1: 33554432 op, 57247708.00 ns, 1.7061 ns/op
OverheadActual   2: 33554432 op, 56728017.00 ns, 1.6906 ns/op
OverheadActual   3: 33554432 op, 57000970.00 ns, 1.6988 ns/op
OverheadActual   4: 33554432 op, 57316328.00 ns, 1.7082 ns/op
OverheadActual   5: 33554432 op, 56872237.00 ns, 1.6949 ns/op
OverheadActual   6: 33554432 op, 57618640.00 ns, 1.7172 ns/op
OverheadActual   7: 33554432 op, 57033509.00 ns, 1.6997 ns/op
OverheadActual   8: 33554432 op, 58959616.00 ns, 1.7571 ns/op
OverheadActual   9: 33554432 op, 57935963.00 ns, 1.7266 ns/op
OverheadActual  10: 33554432 op, 57656236.00 ns, 1.7183 ns/op
OverheadActual  11: 33554432 op, 57250457.00 ns, 1.7062 ns/op
OverheadActual  12: 33554432 op, 56875508.00 ns, 1.6950 ns/op
OverheadActual  13: 33554432 op, 56997511.00 ns, 1.6987 ns/op
OverheadActual  14: 33554432 op, 57288413.00 ns, 1.7073 ns/op
OverheadActual  15: 33554432 op, 60599817.00 ns, 1.8060 ns/op

WorkloadWarmup   1: 33554432 op, 854751624.00 ns, 25.4736 ns/op
WorkloadWarmup   2: 33554432 op, 856458187.00 ns, 25.5244 ns/op
WorkloadWarmup   3: 33554432 op, 855075424.00 ns, 25.4832 ns/op
WorkloadWarmup   4: 33554432 op, 925636176.00 ns, 27.5861 ns/op
WorkloadWarmup   5: 33554432 op, 861447490.00 ns, 25.6731 ns/op
WorkloadWarmup   6: 33554432 op, 860489631.00 ns, 25.6446 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 862944808.00 ns, 25.7178 ns/op
WorkloadActual   2: 33554432 op, 856964255.00 ns, 25.5395 ns/op
WorkloadActual   3: 33554432 op, 855949289.00 ns, 25.5093 ns/op
WorkloadActual   4: 33554432 op, 860062770.00 ns, 25.6319 ns/op
WorkloadActual   5: 33554432 op, 878070299.00 ns, 26.1685 ns/op
WorkloadActual   6: 33554432 op, 870031589.00 ns, 25.9290 ns/op
WorkloadActual   7: 33554432 op, 860205198.00 ns, 25.6361 ns/op
WorkloadActual   8: 33554432 op, 858712662.00 ns, 25.5916 ns/op
WorkloadActual   9: 33554432 op, 854165482.00 ns, 25.4561 ns/op
WorkloadActual  10: 33554432 op, 854139089.00 ns, 25.4553 ns/op
WorkloadActual  11: 33554432 op, 859643138.00 ns, 25.6194 ns/op
WorkloadActual  12: 33554432 op, 853116220.00 ns, 25.4248 ns/op
WorkloadActual  13: 33554432 op, 857188249.00 ns, 25.5462 ns/op
WorkloadActual  14: 33554432 op, 856456215.00 ns, 25.5244 ns/op
WorkloadActual  15: 33554432 op, 859167562.00 ns, 25.6052 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 805694351.00 ns, 24.0116 ns/op
WorkloadResult   2: 33554432 op, 799713798.00 ns, 23.8333 ns/op
WorkloadResult   3: 33554432 op, 798698832.00 ns, 23.8031 ns/op
WorkloadResult   4: 33554432 op, 802812313.00 ns, 23.9257 ns/op
WorkloadResult   5: 33554432 op, 802954741.00 ns, 23.9299 ns/op
WorkloadResult   6: 33554432 op, 801462205.00 ns, 23.8854 ns/op
WorkloadResult   7: 33554432 op, 796915025.00 ns, 23.7499 ns/op
WorkloadResult   8: 33554432 op, 796888632.00 ns, 23.7491 ns/op
WorkloadResult   9: 33554432 op, 802392681.00 ns, 23.9132 ns/op
WorkloadResult  10: 33554432 op, 795865763.00 ns, 23.7186 ns/op
WorkloadResult  11: 33554432 op, 799937792.00 ns, 23.8400 ns/op
WorkloadResult  12: 33554432 op, 799205758.00 ns, 23.8182 ns/op
WorkloadResult  13: 33554432 op, 801917105.00 ns, 23.8990 ns/op

// AfterAll
// Benchmark Process 9651 has exited with code 0

Mean = 23.852 ns, StdErr = 0.024 ns (0.10%), N = 13, StdDev = 0.085 ns
Min = 23.719 ns, Q1 = 23.803 ns, Median = 23.840 ns, Q3 = 23.913 ns, Max = 24.012 ns
IQR = 0.110 ns, LowerFence = 23.638 ns, UpperFence = 24.078 ns
ConfidenceInterval = [23.750 ns; 23.954 ns] (CI 99.9%), Margin = 0.102 ns (0.43% of Mean)
Skewness = 0.07, Kurtosis = 1.88, MValue = 2

// **************************
// Benchmark: GetMostActiveVisistors.NestedLoop2: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b9a49c9d-10ca-4d00-ba0b-00ed82a3a187.dll" --benchmarkName "CollectionsBenchmark.GetMostActiveVisistors.NestedLoop2" --job "Default" --benchmarkId 2 in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187/bin/Release/netcoreapp3.1
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 257708.00 ns, 257.7080 us/op
WorkloadJitting  1: 1 op, 1983786.00 ns, 1.9838 ms/op

OverheadJitting  2: 16 op, 302863.00 ns, 18.9289 us/op
WorkloadJitting  2: 16 op, 386664.00 ns, 24.1665 us/op

WorkloadPilot    1: 16 op, 9888.00 ns, 618.0000 ns/op
WorkloadPilot    2: 32 op, 11741.00 ns, 366.9062 ns/op
WorkloadPilot    3: 64 op, 20593.00 ns, 321.7656 ns/op
WorkloadPilot    4: 128 op, 39023.00 ns, 304.8672 ns/op
WorkloadPilot    5: 256 op, 140167.00 ns, 547.5273 ns/op
WorkloadPilot    6: 512 op, 200656.00 ns, 391.9062 ns/op
WorkloadPilot    7: 1024 op, 316325.00 ns, 308.9111 ns/op
WorkloadPilot    8: 2048 op, 677438.00 ns, 330.7803 ns/op
WorkloadPilot    9: 4096 op, 1629131.00 ns, 397.7371 ns/op
WorkloadPilot   10: 8192 op, 3166768.00 ns, 386.5684 ns/op
WorkloadPilot   11: 16384 op, 5572946.00 ns, 340.1456 ns/op
WorkloadPilot   12: 32768 op, 9826504.00 ns, 299.8811 ns/op
WorkloadPilot   13: 65536 op, 20075185.00 ns, 306.3230 ns/op
WorkloadPilot   14: 131072 op, 40220885.00 ns, 306.8610 ns/op
WorkloadPilot   15: 262144 op, 72358401.00 ns, 276.0254 ns/op
WorkloadPilot   16: 524288 op, 77406000.00 ns, 147.6402 ns/op
WorkloadPilot   17: 1048576 op, 153365000.00 ns, 146.2603 ns/op
WorkloadPilot   18: 2097152 op, 307803510.00 ns, 146.7722 ns/op
WorkloadPilot   19: 4194304 op, 603916889.00 ns, 143.9850 ns/op

OverheadWarmup   1: 4194304 op, 6928491.00 ns, 1.6519 ns/op
OverheadWarmup   2: 4194304 op, 7161408.00 ns, 1.7074 ns/op
OverheadWarmup   3: 4194304 op, 7600317.00 ns, 1.8121 ns/op
OverheadWarmup   4: 4194304 op, 7209997.00 ns, 1.7190 ns/op
OverheadWarmup   5: 4194304 op, 7339650.00 ns, 1.7499 ns/op
OverheadWarmup   6: 4194304 op, 7573033.00 ns, 1.8056 ns/op
OverheadWarmup   7: 4194304 op, 7637625.00 ns, 1.8210 ns/op
OverheadWarmup   8: 4194304 op, 7447188.00 ns, 1.7755 ns/op

OverheadActual   1: 4194304 op, 7263133.00 ns, 1.7317 ns/op
OverheadActual   2: 4194304 op, 7574079.00 ns, 1.8058 ns/op
OverheadActual   3: 4194304 op, 8035414.00 ns, 1.9158 ns/op
OverheadActual   4: 4194304 op, 7141329.00 ns, 1.7026 ns/op
OverheadActual   5: 4194304 op, 7321058.00 ns, 1.7455 ns/op
OverheadActual   6: 4194304 op, 7230979.00 ns, 1.7240 ns/op
OverheadActual   7: 4194304 op, 7412592.00 ns, 1.7673 ns/op
OverheadActual   8: 4194304 op, 8179287.00 ns, 1.9501 ns/op
OverheadActual   9: 4194304 op, 7491358.00 ns, 1.7861 ns/op
OverheadActual  10: 4194304 op, 7361314.00 ns, 1.7551 ns/op
OverheadActual  11: 4194304 op, 7166235.00 ns, 1.7086 ns/op
OverheadActual  12: 4194304 op, 7253797.00 ns, 1.7294 ns/op
OverheadActual  13: 4194304 op, 7523881.00 ns, 1.7938 ns/op
OverheadActual  14: 4194304 op, 7855649.00 ns, 1.8729 ns/op
OverheadActual  15: 4194304 op, 7524723.00 ns, 1.7940 ns/op

WorkloadWarmup   1: 4194304 op, 610522629.00 ns, 145.5599 ns/op
WorkloadWarmup   2: 4194304 op, 608920599.00 ns, 145.1780 ns/op
WorkloadWarmup   3: 4194304 op, 603929766.00 ns, 143.9881 ns/op
WorkloadWarmup   4: 4194304 op, 606497755.00 ns, 144.6003 ns/op
WorkloadWarmup   5: 4194304 op, 606966016.00 ns, 144.7120 ns/op
WorkloadWarmup   6: 4194304 op, 606998303.00 ns, 144.7197 ns/op
WorkloadWarmup   7: 4194304 op, 609919096.00 ns, 145.4160 ns/op
WorkloadWarmup   8: 4194304 op, 604866296.00 ns, 144.2114 ns/op
WorkloadWarmup   9: 4194304 op, 606440820.00 ns, 144.5868 ns/op
WorkloadWarmup  10: 4194304 op, 605518988.00 ns, 144.3670 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 604038913.00 ns, 144.0141 ns/op
WorkloadActual   2: 4194304 op, 608977178.00 ns, 145.1915 ns/op
WorkloadActual   3: 4194304 op, 600670457.00 ns, 143.2110 ns/op
WorkloadActual   4: 4194304 op, 605234057.00 ns, 144.2990 ns/op
WorkloadActual   5: 4194304 op, 608362707.00 ns, 145.0450 ns/op
WorkloadActual   6: 4194304 op, 600797650.00 ns, 143.2413 ns/op
WorkloadActual   7: 4194304 op, 607327997.00 ns, 144.7983 ns/op
WorkloadActual   8: 4194304 op, 603376375.00 ns, 143.8561 ns/op
WorkloadActual   9: 4194304 op, 605817232.00 ns, 144.4381 ns/op
WorkloadActual  10: 4194304 op, 608400223.00 ns, 145.0539 ns/op
WorkloadActual  11: 4194304 op, 598046411.00 ns, 142.5854 ns/op
WorkloadActual  12: 4194304 op, 617821659.00 ns, 147.3002 ns/op
WorkloadActual  13: 4194304 op, 603562338.00 ns, 143.9005 ns/op
WorkloadActual  14: 4194304 op, 607616060.00 ns, 144.8670 ns/op
WorkloadActual  15: 4194304 op, 653684591.00 ns, 155.8506 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 596626321.00 ns, 142.2468 ns/op
WorkloadResult   2: 4194304 op, 601564586.00 ns, 143.4242 ns/op
WorkloadResult   3: 4194304 op, 593257865.00 ns, 141.4437 ns/op
WorkloadResult   4: 4194304 op, 597821465.00 ns, 142.5317 ns/op
WorkloadResult   5: 4194304 op, 600950115.00 ns, 143.2777 ns/op
WorkloadResult   6: 4194304 op, 593385058.00 ns, 141.4740 ns/op
WorkloadResult   7: 4194304 op, 599915405.00 ns, 143.0310 ns/op
WorkloadResult   8: 4194304 op, 595963783.00 ns, 142.0888 ns/op
WorkloadResult   9: 4194304 op, 598404640.00 ns, 142.6708 ns/op
WorkloadResult  10: 4194304 op, 600987631.00 ns, 143.2866 ns/op
WorkloadResult  11: 4194304 op, 590633819.00 ns, 140.8181 ns/op
WorkloadResult  12: 4194304 op, 596149746.00 ns, 142.1332 ns/op
WorkloadResult  13: 4194304 op, 600203468.00 ns, 143.0997 ns/op

// AfterAll
// Benchmark Process 9680 has exited with code 0

Mean = 142.425 ns, StdErr = 0.227 ns (0.16%), N = 13, StdDev = 0.819 ns
Min = 140.818 ns, Q1 = 142.089 ns, Median = 142.532 ns, Q3 = 143.100 ns, Max = 143.424 ns
IQR = 1.011 ns, LowerFence = 140.573 ns, UpperFence = 144.616 ns
ConfidenceInterval = [141.445 ns; 143.405 ns] (CI 99.9%), Margin = 0.980 ns (0.69% of Mean)
Skewness = -0.45, Kurtosis = 1.86, MValue = 2

// **************************
// Benchmark: GetMostActiveVisistors.DataLoad: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b9a49c9d-10ca-4d00-ba0b-00ed82a3a187.dll" --benchmarkName "CollectionsBenchmark.GetMostActiveVisistors.DataLoad" --job "Default" --benchmarkId 3 in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187/bin/Release/netcoreapp3.1
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 209266.00 ns, 209.2660 us/op
WorkloadJitting  1: 1 op, 342204052.00 ns, 342.2041 ms/op

WorkloadWarmup   1: 1 op, 69714490.00 ns, 69.7145 ms/op

System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation.
 ---> Npgsql.NpgsqlException (0x80004005): Unknown message code: 137
   at Npgsql.Util.PGUtil.ValidateBackendMessageCode(BackendMessageCode code)
   at Npgsql.NpgsqlConnector.<ReadMessage>g__ReadMessageLong|200_0(NpgsqlConnector connector, Boolean async, DataRowLoadingMode dataRowLoadingMode, Boolean readingNotifications, Boolean isReadingPrependedMessage)
   at Npgsql.NpgsqlDataReader.<ReadMessage>g__ReadMessageSequential|45_0(NpgsqlConnector connector, Boolean async)
   at Npgsql.NpgsqlDataReader.Read(Boolean async, CancellationToken cancellationToken)
   at Npgsql.NpgsqlDataReader.Read()
   at Dapper.SqlMapper.QueryImpl[T](IDbConnection cnn, CommandDefinition command, Type effectiveType)+MoveNext() in /_/Dapper/SqlMapper.cs:line 1100
   at System.Collections.Generic.List`1..ctor(IEnumerable`1 collection)
